Angola,Cuando Cubango,Mucusso,-18.01953449,21.42999914
Angola,Lunda Norte,Lucapa,-8.419603659,20.74001542
Angola,Lunda Norte,Capenda-Camulemba,-9.4195943,18.43002722
Angola,Lunda Sul,Saurimo,-9.659579652,20.39001094
Angola,Lunda Sul,Muconda,-10.59962563,21.31998002
Angola,Lunda Sul,Cacolo,-10.14962726,19.2600024
Angola,Bengo,Caxito,-8.579542217,13.65998246
Angola,Cuanza Norte,Camabatela,-8.189591859,15.37000728
Angola,Cuanza Norte,Ndalatando,-9.299549948,14.90998368
Angola,Cuanza Sul,Quibala,-10.72959186,14.97995357
Angola,Cuanza Sul,Calulo,-9.999610577,14.90001013
Angola,Cuanza Sul,Waku Kungo,-11.35952757,15.1199967
Angola,Uíge,Songo,-7.349591452,14.84998734
Angola,Zaire,Mbanza-Congo,-6.269605694,14.23999874
Angola,Zaire,Nzeto,-7.229598776,12.86003129
Angola,Zaire,Soyo,-6.129614239,12.36998368
Angola,Cabinda,Cabinda,-5.55962319,12.18999467
Angola,Bié,Calucinga,-11.31958169,16.19998246
Angola,Bié,Camacupa,-12.01959064,17.46998246
Angola,Benguela,Cubal,-13.03958006,14.23999874
Angola,Cuando Cubango,Mavinga,-15.7895414,20.36003861
Angola,Cuando Cubango,Cuito Caunavale,-15.15960569,19.16998205
Angola,Cuando Cubango,Luiana,-17.36954832,22.99998083
Angola,Cunene,Ondjiva,-17.06961831,15.73003699
Angola,Cunene,Chitado,-17.31962889,13.92001827
Angola,Huíla,Chibemba,-15.74959552,14.0800085
Angola,Huíla,Chibia,-15.1896297,13.69000647
Angola,Huíla,Quipungo,-14.82954832,14.55000565
Angola,Moxico,Luau,-10.7095414,22.23000199
Angola,Moxico,Cangamba,-13.69959145,19.86001745
Angola,Moxico,Lumbala Nguimbo,-14.09961871,21.44002437
Angola,Moxico,Cazombo,-11.88957273,22.90003861
Angola,Lunda Norte,Dundo,-7.380028871,20.82998409
Angola,Bengo,Ambriz,-7.85498696,13.12502803
Angola,Cuanza Norte,Dondo,-9.690017071,14.43001298
Angola,Cuanza Sul,Sumbe,-11.21002765,13.8499967
Angola,Uíge,Uige,-7.620014222,15.04997514
Angola,Bié,Kuito,-12.38003375,16.93998897
Angola,Benguela,Lobito,-12.37000853,13.54123002
Angola,Cunene,Xangongo,-16.74002602,14.96998002
Angola,Moxico,Luena,-11.79004393,19.90001501
Angola,Namibe,Tômbua,-15.80003172,11.85998897
Angola,Malanje,Malanje,-9.540000388,16.34002559
Angola,Benguela,Benguela,-12.57826455,13.40723303
Angola,Huíla,Lubango,-14.91000853,13.49001868
Angola,Namibe,Namibe,-15.19004311,12.16002234
Angola,Cuando Cubango,Menongue,-14.66661253,17.69999426
Angola,Huambo,Huambo,-12.74998533,15.76000932
Angola,Luanda,Luanda,-8.838286114,13.23442704
Antarctica,,Artigas Base,-62.17388669,-58.86386407
Antarctica,,Capitan Arturo Prat Station,-62.49950682,-59.68331852
Antarctica,,Marambio Station,-64.23288939,-56.6500153
Antarctica,,Zucchelli Station,-74.61919259,164.2190271
Antarctica,,Rothera Station,-67.5647756,-68.12354055
Antarctica,,Palmer Station,-64.76241335,-64.0468756
Antarctica,,Base Presidente Montalva,-62.18274357,-58.90765233
Antarctica,,Carlini Station,-62.22414386,-58.65047599
Antarctica,,King Sejong Station,-62.2248534,-58.77159876
Antarctica,,Great Wall Station,-62.21631997,-58.9666956
Antarctica,,Escudero Base,-62.19496251,-58.95266582
Antarctica,,Elephant Island,-61.99958901,-57.99998458
Antarctica,,Scott Base,-77.84693819,166.7491023
Antarctica,,McMurdo Station,-77.73228239,166.8694157
Antarctica,,Zhongshan Station,-69.43406299,76.33929808
Antarctica,,Vostok,-78.46628416,106.8000337
Antarctica,,Peter I Island,-68.83286701,90.49999508
Antarctica,,Mirny Station,-66.57552952,93.00628846
Antarctica,,Mawson Station,-67.61452032,62.87500073
Antarctica,,Davis Station,-68.77767439,78.14073509
Antarctica,,Concordia Research Station,-74.66630939,124.1670357
Antarctica,,Casey Station,-66.28608614,110.536214
Antarctica,,Amundsen–Scott South Pole Station,-89.98289386,139.2669926
Antarctica,,Wasa Station,-73.0496122,-13.41671106
Antarctica,,Troll Station,-72.01629026,2.533323119
Antarctica,,Svea Station,-74.58290363,-11.21669031
Antarctica,,Novolazarevskaya Station,-71.30123475,-11.8502129
Antarctica,,Neumayer Station III,-70.89039668,-7.838438004
Antarctica,,Maitri Station,-70.7821796,11.7304584
Antarctica,,Halley Station,-76.09226319,-26.4741567
Antarctica,,Belgrano Station,-77.86632078,-34.61668319
Antarctica,,Camp Sobral,-81.17908472,-40.50153152
Antarctica,,Aboa Station,-75.04959349,-13.41671106
Antarctica,,San Martín Station,-68.1163216,-67.0999976
Antarctica,,Gen. O'Higgins Station,-63.32841823,-57.88959352
Antarctica,,Esperanza Station,-63.37532865,-57.02590151
Antarctica,,Orcadas Station,-60.7328963,-44.73330082
Antarctica,,Signy Research Station,-60.63130815,-45.60070332
Antarctica,,Dumont d'Urville Station,-66.77505091,139.9636836
Antarctica,,Showa Station,-69.03039249,39.7460831
Antigua and Barbuda,,Saint John's,17.11803652,-61.85003382
Argentina,Santa Cruz,28 de Noviembre,-51.65003986,-72.30001612
Argentina,Santa Cruz,Gobernador Gregores,-48.76659829,-70.25001205
Argentina,Santa Cruz,Comondante Luis Piedrabuena,-49.97454865,-68.90347273
Argentina,Chubut,Paso Rio Mayo,-45.68337563,-70.26657434
Argentina,Chubut,Alto Rio Sanguer,-45.03328611,-70.83328394
Argentina,Chubut,El Maiten,-42.05000568,-71.16662276
Argentina,Chubut,Puerto Madryn,-42.77001341,-65.04001998
Argentina,Chubut,Trelew,-43.25003579,-65.3299506
Argentina,Mendoza,Las Heras,-32.82503904,-68.80167668
Argentina,Mendoza,San Martin,-33.06998533,-68.49001612
Argentina,Mendoza,Uspallata,-32.59311522,-69.34598454
Argentina,Neuquén,Cutral Co,-38.94001463,-69.24002202
Argentina,Ciudad de Buenos Aires,Punta Alta,-38.87996662,-62.0799681
Argentina,Ciudad de Buenos Aires,San Nicolas,-33.33002114,-60.24000289
Argentina,Ciudad de Buenos Aires,Campana,-34.15999632,-58.95997766
Argentina,Ciudad de Buenos Aires,Chacabuco,-34.65004393,-60.48998763
Argentina,Ciudad de Buenos Aires,Mercedes,-34.66001748,-59.44002588
Argentina,Ciudad de Buenos Aires,Lincoln,-34.88000405,-61.53994938
Argentina,Ciudad de Buenos Aires,Chivilcoy,-34.89995115,-60.03998926
Argentina,Ciudad de Buenos Aires,Veinticinco de Mayo,-35.42999632,-60.17998071
Argentina,Ciudad de Buenos Aires,Nueve de Julio,-35.44596434,-60.88998906
Argentina,Ciudad de Buenos Aires,Dolores,-36.33004474,-57.68997766
Argentina,Ciudad de Buenos Aires,Pedro Luro,-39.48334064,-62.68331629
Argentina,Ciudad de Buenos Aires,Tres Arroyos,-38.3699719,-60.26994938
Argentina,Ciudad de Buenos Aires,Coronel Suarez,-37.46661619,-61.9166189
Argentina,Ciudad de Buenos Aires,Balcarce,-37.83331216,-58.24999516
Argentina,Río Negro,25 de Mayo,-37.80003253,-67.68329533
Argentina,Río Negro,General Roca,-39.01995807,-67.60996647
Argentina,Río Negro,Comallo,-41.03332355,-70.26657434
Argentina,Río Negro,Ingeniero Jacobacci,-41.30002562,-69.58330855
Argentina,Río Negro,General Conesa,-40.10004718,-64.43328699
Argentina,Río Negro,Choele Choel,-39.26660968,-65.68331405
Argentina,Córdoba,San Francisco,-31.43003375,-62.08996749
Argentina,Córdoba,Alta Gracia,-31.65999388,-64.4299797
Argentina,Córdoba,Villa Maria,-32.41002562,-63.26002527
Argentina,Córdoba,Bell Ville,-32.60003986,-62.67995732
Argentina,Córdoba,Villa Rumipal,-32.18332111,-64.48328394
Argentina,Córdoba,Villa Carlos Paz,-31.42000853,-64.50000126
Argentina,Catamarca,Chumbicha,-28.86662433,-66.23330632
Argentina,Catamarca,Tinogasta,-28.06662148,-67.56658411
Argentina,Jujuy,Abra Pampa,-22.7166638,-65.6999797
Argentina,Jujuy,Humahuaca,-23.19999347,-65.34994938
Argentina,Jujuy,Susques,-23.41667275,-66.4833169
Argentina,La Rioja,Chepes,-31.34998696,-66.5999506
Argentina,Salta,Yacuiba,-22.03003904,-63.69999841
Argentina,Salta,Tartagal,-22.55000731,-63.81001754
Argentina,Salta,Joaquin V. Gonzalez,-25.08334105,-64.18335392
Argentina,Salta,General Guemes,-24.6666223,-65.04996769
Argentina,Tucumán,Trancas,-26.21665688,-65.28331262
Argentina,Chaco,Presidencia Roque Saenz Pena,-26.7900069,-60.45001591
Argentina,Chaco,Pampa del Infierno,-26.51658689,-61.16658716
Argentina,Chaco,Villa Angela,-27.58329181,-60.7166663
Argentina,Formosa,Ingeniero Guillermo N. Juarez,-23.90000242,-61.84998214
Argentina,Formosa,Comandante Fontana,-25.33329995,-59.68331852
Argentina,Formosa,Doctor Pedro P. Pena,-22.47998574,-62.29998051
Argentina,Corrientes,San Lorenzo,-28.12000324,-58.76998926
Argentina,Corrientes,Corrientes,-27.48996417,-58.80998682
Argentina,Entre Ríos,Concepcion del Uruguay,-32.47999551,-58.23999577
Argentina,Entre Ríos,Victoria,-32.61001341,-60.17998071
Argentina,Entre Ríos,Gualeguay,-33.15003213,-59.34000615
Argentina,Entre Ríos,Parana,-31.73332273,-60.53334416
Argentina,Santa Fe,Villa Constitucion,-33.23002724,-60.35002202
Argentina,Santa Fe,Rafaela,-31.25004474,-61.49997766
Argentina,Misiones,Eldorado,-26.20001707,-54.59998539
Argentina,San Juan,Rodeo,-30.21558592,-69.1399506
Argentina,Chubut,Las Plumas,-43.41627887,-67.24998845
Argentina,Chubut,Gastre,-42.28296303,-69.23330408
Argentina,Chubut,Telsen,-42.39959674,-66.95000676
Argentina,Mendoza,Malargue,-35.46611815,-69.58330855
Argentina,Mendoza,Tunuyan,-33.56618244,-69.01667647
Argentina,Mendoza,La Paz,-33.46613686,-67.54999597
Argentina,Neuquén,Chos Malal,-37.38295205,-70.26657434
Argentina,Neuquén,Las Lajas,-38.51626788,-70.36659408
Argentina,Ciudad de Buenos Aires,Zarate,-34.08956134,-59.04002446
Argentina,Ciudad de Buenos Aires,Carhue,-37.1828609,-62.73331323
Argentina,Ciudad de Buenos Aires,Darregueira,-37.69957355,-63.16659428
Argentina,Ciudad de Buenos Aires,Juarez,-37.66551878,-59.80002975
Argentina,Ciudad de Buenos Aires,Mar de Ajo,-36.71622272,-56.67660283
Argentina,Ciudad de Buenos Aires,Lobos,-35.184895,-59.09467228
Argentina,Ciudad de Buenos Aires,Chascomus,-35.56621539,-58.01662439
Argentina,Ciudad de Buenos Aires,Junin,-34.58456989,-60.95887374
Argentina,Ciudad de Buenos Aires,La Plata,-34.90961465,-57.95996118
Argentina,Ciudad de Buenos Aires,Pergamino,-33.89959878,-60.56998275
Argentina,Ciudad de Buenos Aires,Lujan,-34.57960895,-59.10999435
Argentina,Ciudad de Buenos Aires,Azul,-36.7796297,-59.86999964
Argentina,Ciudad de Buenos Aires,Villalonga,-39.88285114,-62.58332239
Argentina,La Pampa,Victorica,-36.21625324,-65.45002079
Argentina,La Pampa,General Pico,-35.65959471,-63.77001998
Argentina,Río Negro,San Antonio Oeste,-40.73287677,-64.93328231
Argentina,Río Negro,Sierra Colorado,-40.58286009,-67.79998071
Argentina,San Luis,Mercedes,-33.68958576,-65.4699679
Argentina,Córdoba,Rio Tercero,-32.1796004,-64.12002446
Argentina,Catamarca,Belen,-27.64959267,-67.03328333
Argentina,Jujuy,Rinconada,-22.43290851,-66.16659204
Argentina,Jujuy,San Pedro,-24.21962116,-64.87000452
Argentina,Jujuy,Libertador General San Martin,-23.81954222,-64.78998356
Argentina,La Rioja,Chilecito,-29.16552081,-67.49999903
Argentina,La Rioja,Chamical,-30.34958291,-66.3166604
Argentina,Salta,Los Blancos,-23.59960732,-62.60003972
Argentina,Salta,Cafayate,-26.08291828,-65.96660425
Argentina,Salta,Cerrillos,-24.89963133,-65.48330042
Argentina,Salta,San Antonio de los Cobres,-24.18293089,-66.35001754
Argentina,Santiago del Estero,Anatuya,-28.46613198,-62.83330713
Argentina,Santiago del Estero,Frias,-28.64958331,-65.14998743
Argentina,Santiago del Estero,Monte Quemado,-25.79962807,-62.86658675
Argentina,Chaco,Juan Jose Castelli,-25.9495414,-60.61664657
Argentina,Chaco,Charata,-27.21628579,-61.19999597
Argentina,Formosa,Las Lomitas,-24.69959186,-60.60000676
Argentina,Corrientes,Mercedes,-29.1795768,-58.0799797
Argentina,Entre Ríos,Concordia,-31.38957111,-58.02998275
Argentina,Santa Fe,Sunchales,-30.93290648,-61.56661442
Argentina,Santa Fe,San Justo,-30.78288979,-60.58328943
Argentina,Santa Fe,Vera,-29.4661743,-60.21659347
Argentina,Santa Fe,Reconquista,-29.13952757,-59.65001306
Argentina,Santa Fe,Venado Tuerto,-33.74958209,-61.97000065
Argentina,Chubut,Esquel,-42.90003131,-71.31661361
Argentina,Neuquén,Zapala,-38.90001707,-70.06666406
Argentina,Ciudad de Buenos Aires,Olavarria,-36.90003579,-60.3299974
Argentina,Ciudad de Buenos Aires,Tandil,-37.32001015,-59.15004358
Argentina,Ciudad de Buenos Aires,Viedma,-40.79995278,-63.0000153
Argentina,San Luis,San Luis,-33.29999713,-66.35001754
Argentina,Córdoba,Rio Cuarto,-33.13003335,-64.34998458
Argentina,Jujuy,San Salvador de Jujuy,-24.1833443,-65.30002995
Argentina,Salta,San Ramon de la Nueva Oran,-23.13999713,-64.32001225
Argentina,Corrientes,Goya,-29.13999266,-59.26998458
Argentina,Santa Cruz,Puerto San Julian,-49.30000242,-67.71665247
Argentina,Santa Cruz,Perito Moreno,-46.60001219,-70.93335535
Argentina,Tierra del Fuego,Rio Grande,-53.79144552,-67.6989952
Argentina,Tierra del Fuego,Ushuaia,-54.79000324,-68.31000126
Argentina,Chubut,Sarmiento,-45.60002155,-69.08331323
Argentina,Mendoza,San Rafael,-34.60002114,-68.33333317
Argentina,Ciudad de Buenos Aires,Necochea,-38.55998615,-58.74999048
Argentina,La Pampa,Rio Colorado,-38.96657632,-64.08328251
Argentina,Catamarca,Catamarca,-28.47000771,-65.78000065
Argentina,La Rioja,La Rioja,-29.40995034,-66.84996118
Argentina,Santiago del Estero,Santiago del Estero,-27.78333128,-64.26665633
Argentina,Chaco,Resistencia,-27.45999184,-58.99002751
Argentina,Entre Ríos,Gualeguaychu,-33.02001422,-58.52000452
Argentina,Santa Cruz,El Calafate,-50.33332436,-72.30001612
Argentina,San Juan,San Juan,-31.55002643,-68.51998845
Argentina,Chubut,Rawson,-43.3000069,-65.09999048
Argentina,Neuquén,Neuquen,-38.95003986,-68.05999068
Argentina,La Pampa,Santa Rosa,-36.6200012,-64.29998763
Argentina,Río Negro,San Carlos de Bariloche,-41.14995726,-71.29999964
Argentina,Salta,Salta,-24.78335936,-65.41663782
Argentina,Tucumán,Tucumán,-26.81600014,-65.21662419
Argentina,Formosa,Formosa,-26.17283527,-58.1828158
Argentina,Santa Fe,Santa Fe,-31.62387205,-60.69000126
Argentina,Santa Fe,Rosario,-32.95112954,-60.66630762
Argentina,Santa Cruz,Puerto Deseado,-47.75001951,-65.89996749
Argentina,Santa Cruz,Rio Gallegos,-51.63329669,-69.21658675
Argentina,Chubut,Comodoro Rivadavia,-45.87003091,-67.49999903
Argentina,Mendoza,Mendoza,-32.88333006,-68.81661117
Argentina,Ciudad de Buenos Aires,Bahia Blanca,-38.74002684,-62.2650214
Argentina,Ciudad de Buenos Aires,Mar del Plata,-38.00002033,-57.57998438
Argentina,Córdoba,Córdoba,-31.39995807,-64.18229456
Argentina,Misiones,Posadas,-27.3578321,-55.88510735
Argentina,Ciudad de Buenos Aires,Buenos Aires,-34.60250161,-58.39753137
Armenia,Aragatsotn,Ashtarak,40.3016667,44.3591667
Armenia,Tavush,Ijevan,40.8755556,45.1491667
Armenia,Ararat,Artashat,39.9538889,44.5505556
Armenia,Gegharkunik,Gavarr,40.3588889,45.1266667
Armenia,Vayots Dzor,Yeghegnadzor,39.7611111,45.3333333
Armenia,Shirak,Gyumri,40.78943402,43.84749385
Armenia,Lori,Vanadzor,40.81276593,44.48828162
Armenia,Erevan,Yerevan,40.18115074,44.51355139
Aruba,,Oranjestad,12.53038373,-70.02899195
Australia,New South Wales,Central Coast,-33.42004148,151.3000048
Australia,Queensland,Sunshine Coast,-26.67998777,153.0500272
Australia,New South Wales,Bourke,-30.1,145.9333333
Australia,Northern Territory,Pine Creek,-13.81617348,131.816698
Australia,Northern Territory,Adelaide River,-13.2495414,131.0999975
Australia,Northern Territory,McMinns Lagoon,-12.53289264,131.0500264
Australia,Northern Territory,Newcastle Waters,-17.55279295,133.4672432
Australia,Western Australia,Ravensthorpe,-33.58287392,120.0333345
Australia,Western Australia,Wagin,-33.29958372,117.3499841
Australia,Western Australia,Roebourne,-20.7829317,117.1333048
Australia,Western Australia,Pannawonica,-21.63657469,116.3250337
Australia,Western Australia,Tom Price,-22.69346108,117.7930578
Australia,Western Australia,Kalbarri,-27.66618081,114.1666642
Australia,Western Australia,Mount Magnet,-28.06620807,117.8166739
Australia,Western Australia,Morawa,-29.21626707,116.0000406
Australia,Western Australia,Port Denison,-29.28282632,114.9166442
Australia,Western Australia,Merredin,-31.48284707,118.2666723
Australia,Western Australia,Mount Barker,-34.632784,117.6666056
Australia,Western Australia,Katanning,-33.69955931,117.5500752
Australia,Western Australia,Narrogin,-32.93288776,117.1666361
Australia,Western Australia,Gingin,-31.34957355,115.9000468
Australia,Western Australia,Bunbury,-33.34428384,115.6502429
Australia,Western Australia,Kwinana,-32.23939004,115.7702356
Australia,Western Australia,Southern Cross,-31.216145,119.3166857
Australia,Northern Territory,Kaltukatjara,-25.78841429,128.9973352
Australia,Australian Capital Territory,Queanbeyan,-35.3546004,149.2113468
Australia,New South Wales,Tweed Heads,-28.1825834,153.5466377
Australia,New South Wales,Ivanhoe,-32.89960814,144.3000187
Australia,New South Wales,Wilcannia,-31.56620115,143.3833304
Australia,New South Wales,Merimbula,-36.89962238,149.9000386
Australia,New South Wales,Echuca,-36.12959186,144.750017
Australia,New South Wales,Deniliquin,-35.5295768,144.9500048
Australia,New South Wales,Nowra,-34.88284625,150.6000476
Australia,New South Wales,Ulladulla,-35.34953611,150.4700297
Australia,New South Wales,Batemans Bay,-35.68961871,150.2073067
Australia,New South Wales,Cooma,-36.23955931,149.1200345
Australia,New South Wales,Tumut,-35.30959023,148.2200378
Australia,New South Wales,Leeton,-34.54493406,146.3973067
Australia,New South Wales,Young,-34.30959959,148.2900077
Australia,New South Wales,Cowra,-33.82962889,148.6800097
Australia,New South Wales,Forbes,-33.38960407,148.0199983
Australia,New South Wales,Goulburn,-34.74957273,149.7101794
Australia,New South Wales,Kiama,-34.70957518,150.8400329
Australia,New South Wales,Katoomba,-33.70694904,150.320013
Australia,New South Wales,Richmond,-33.59951373,150.7399873
Australia,New South Wales,Lithgow,-33.49610919,150.152788
Australia,New South Wales,Parkes,-33.12956826,148.170015
Australia,New South Wales,Bathurst,-33.41962807,149.5700329
Australia,New South Wales,Maitland,-32.72096271,151.555028
Australia,New South Wales,Singleton,-32.56949909,151.1600134
Australia,New South Wales,Mudgee,-32.58960122,149.5801098
Australia,New South Wales,Muswellbrook,-32.26956907,150.890004
Australia,New South Wales,Taree,-31.89760211,152.4618461
Australia,New South Wales,Kempsey,-31.08736733,152.8220308
Australia,New South Wales,Gunnedah,-30.9870117,150.2622904
Australia,New South Wales,Coffs Harbour,-30.3070532,153.1122973
Australia,New South Wales,Narrabri,-30.33190957,149.7874357
Australia,New South Wales,Inverell,-29.7667761,151.1125744
Australia,New South Wales,Yamba,-29.42299136,153.353312
Australia,New South Wales,Ballina,-28.86135333,153.5679801
Australia,New South Wales,Wagga Wagga,-35.12215981,147.3399882
Australia,New South Wales,Scone,-32.07960651,150.8501098
Australia,New South Wales,Byron Bay,-28.65650796,153.6128869
Australia,South Australia,Berri,-34.28293455,140.6000378
Australia,South Australia,Peterborough,-32.96616738,138.8333239
Australia,South Australia,Wallaroo,-33.9328784,137.6332938
Australia,South Australia,Clare,-33.8328845,138.6000048
Australia,South Australia,Meningie,-35.69954059,139.3333451
Australia,South Australia,Kingston South East,-36.83280475,139.8500577
Australia,South Australia,Bordertown,-36.31619546,140.7666426
Australia,South Australia,Penola,-37.38295205,140.8166654
Australia,South Australia,Kingoonya,-30.89957518,135.2999996
Australia,South Australia,Kimba,-33.14961871,136.4333671
Australia,South Australia,Streaky Bay,-32.81187176,134.2149296
Australia,South Australia,Cowell,-33.68286782,136.9166451
Australia,South Australia,Tumby Bay,-34.38292845,136.0833109
Australia,South Australia,Andamooka,-30.43097329,137.1655704
Australia,South Australia,Woomera,-31.14958576,136.8000114
Australia,South Australia,Port Pirie,-33.19106321,137.9900162
Australia,South Australia,Gawler,-34.60735919,138.7263537
Australia,South Australia,Murray Bridge,-35.12960122,139.2600162
Australia,South Australia,Victor Harbor,-35.55960081,138.6173164
Australia,Victoria,Hamilton,-37.73119953,142.0234135
Australia,Victoria,Ouyen,-35.06619424,142.3166772
